,title,category
4596,Yo sorry was in the shower sup,general
4597,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",general
4598,Full heat pa:-) i have applyed oil pa.,general
4599,I'm stuck in da middle of da row on da right hand side of da lt... ,general
4600,Have you laid your airtel line to rest?,general
4601,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,general
4602,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,general
4603,"""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx""",general
4604,And I don't plan on staying the night but I prolly won't be back til late,general
4605,THANX 4 PUTTIN DA FONE DOWN ON ME!!,general
4606,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",general
4607,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",general
4608,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,general
4609,We live in the next  &lt;#&gt; mins,general
4610,Y de asking like this.,general
4611,Just glad to be talking to you.,general
4612,Wat time Ã¼ finish?,general
4613,Sorry da. I gone mad so many pending works what to do.,general
4614,How much you got for cleaning,general
4615,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,general
4616,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,general
4617,Ãœ called dad oredi...,general
4618,Good. do you think you could send me some pix? I would love to see your top and bottom...,general
4619,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,general
4620,"Sorry, I'll call later In meeting.",general
4621,THIS IS A LONG FUCKIN SHOWR,general
4622,"Received, understood n acted upon!",general
4623,They finally came to fix the ceiling.,general
4624,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",general
4625,Jus finish blowing my hair. U finish dinner already?,general
4626,I'm on the bus. Love you,general
4627,Lol ... I knew that .... I saw him in the dollar store,general
4628,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!,general
4629,Todays Voda numbers ending with 7634 are selected to receive a Â£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,general
4630,Only saturday and sunday holiday so its very difficult:),general
4631,Everybody had fun this evening. Miss you.,general
4632,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",general
4633,"I'm in a meeting, call me later at",general
4634,Oh wow thats gay. Will firmware update help,general
4635,These won't do. Have to move on to morphine,general
4636,How come i din c Ã¼... Yup i cut my hair...,general
4637,K k pa Had your lunch aha.,general
4638,Oh ho. Is this the first time u use these type of words,general
4639,Captain vijaykanth is doing comedy in captain tv..he is drunken :),general
4640,Of course. I guess god's just got me on hold right now.,general
4641,Do you hide anythiing or keeping distance from me,general
4642,Havent.,general
4643,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,general
4644,Sorry i din lock my keypad.,general
4645,Did u got that persons story,general
4646,Are you planning to come chennai?,general
4647,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,general
4648,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,general
4649,We are okay. Going to sleep now. Later,general
4650,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",general
4651,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,general
4652,A Â£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Â£400 reward. Just call 09066380611 ,general
4653,Where r e meeting tmr?,general
4654,Lol yes. But it will add some spice to your day.,general
4655,Hope you are having a great day.,general
4656,Our Prasanth ettans mother passed away last night. Just pray for her and family.,general
4657,"K, I'll work something out",general
4658,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,general
4659,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,general
4660,I cant pick the phone right now. Pls send a message,general
4661,You call him and tell now infront of them. Call him now.,general
4662,Ok no prob...,general
4663,Ladies first and genus second k .,general
4664,No. Yes please. Been swimming?,general
4665,Mum not going robinson already.,general
4666,Ok set let u noe e details later...,general
4667,Not..tel software name..,general
4668,I send the print  outs da.,general
4669,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,general
4670,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",general
4671,"I didnt get ur full msg..sometext is missing, send it again",general
4672,"Probably not, I'm almost out of gas and I get some cash tomorrow",general
4673,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",general
4674,I forgot 2 ask Ã¼ all smth.. There's a card on da present lei... How? Ãœ all want 2 write smth or sign on it?,general
4675,I'm leaving my house now.,general
4676,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",general
4677,Ãœ ready then call me...,general
4678,Wewa is 130. Iriver 255. All 128 mb.,general
4679,It is a good thing I'm now getting the connection to bw,general
4680,Sry da..jst nw only i came to home..,general
4681,"That's cool he'll be here all night, lemme know when you're around",general
4682,Are you staying in town ?,general
4683,"Haha yeah, 2 oz is kind of a shitload",general
4684,Ok u can take me shopping when u get paid =D,general
4685,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",general
4686,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",general
4687,But pls dont play in others life.,general
4688,Eatin my lunch...,general
4689,Hmmm.but you should give it on one day..,general
4690,"Didn't try, g and I decided not to head out",general
4691,Ok no prob,general
4692,Surly ill give it to you:-) while coming to review.,general
4693,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",general
4694,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,general
4695,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,general
4696,"URGENT! Your Mobile No 07808726822 was awarded a Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",general
4697,A guy who gets used but is too dumb to realize it.,general
4698,"Okey dokey, iâ€˜ll be over in a bit just sorting some stuff out.",general
4699,Don no da:)whats you plan?,general
4700,Yes fine ,general
4701,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",general
4702,I liked the new mobile,general
4703,Anytime...,general
4704,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,general
4705,Yar but they say got some error.,general
4706,Hey anyway i have to :-),general
4707,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,general
4708,Wif my family booking tour package.,general
4709,"Did you say bold, then torch later. Or one torch and 2bold?",general
4710,"Haha awesome, I might need to take you up on that, what you doin tonight?",general
4711,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),general
4712,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,general
4713,Thats cool princess! I will cover your face in hot sticky cum :),general
4714,Big brotherâ€˜s really scraped the barrel with this shower of social misfits,general
4715,Oops i thk i dun haf enuff... I go check then tell Ã¼..,general
4716,S:)8 min to go for lunch:),general
4717,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",general
4718,"K will do, addie &amp; I are doing some art so I'll be here when you get home",general
4719,My uncles in Atlanta. Wish you guys a great semester.,general
4720,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",general
4721,Forgot to tell Ã¼ smth.. Can Ã¼ like number the sections so that it's clearer..,general
4722,"Yup. Anything lor, if u dun wan it's ok...",general
4723,"I'm home, my love ... If your still awake ... *loving kiss*",general
4724,HELLO PEACH! MY CAKE TASTS LUSH!,general
4725,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",general
4726,"There'll be a minor shindig at my place later tonight, you interested?",general
4727,Jason says it's cool if we pick some up from his place in like an hour,general
4728,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",general
4729,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,general
4730,I've reached already.,general
4731,I dont know ask to my brother. Nothing problem some thing that. Just i told .,general
4732,K:)eng rocking in ashes:),general
4733,Wat time r Ã¼ going to xin's hostel?,general
4734,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,general
4735,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,general
4736,Oh k:)after that placement there ah?,general
4737,"Not for possession, especially not first offense",general
4738,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",general
4739,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,general
4740,We have pizza if u want,general
4741,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",general
4742,Many more happy returns of the day. I wish you happy birthday.,general
4743,Ya very nice. . .be ready on thursday,general
4744,I am in hospital da. . I will return home in evening,general
4745,"""Thinking of u ;) x""",general
4746,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,general
4747,Orh i tot u say she now still dun believe.,general
4748,"When you just put in the + sign, choose my number and the pin will show. Right?",general
4749,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,general
4750,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,general
4751,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",general
4752,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,general
4753,Well boy am I glad G wasted all night at applebees for nothing,general
4754,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,general
4755,Ok lor... Or u wan me go look 4 u?,general
4756,U wan 2 haf lunch i'm in da canteen now.,general
4757,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,general
4758,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",general
4759,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,general
4760,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 Â£100 cash. Name the NEW US President? txt ans to 80082,general
4761,I'm home. Doc gave me pain meds says everything is fine.,general
4762,It's Ã© only $140 ard...Ã‰ rest all ard $180 at least...Which is Ã© price 4 Ã© 2 bedrm ($900),general
4763,Me too! Have a lovely night xxx,general
4764,Prepare to be pleasured :),general
4765,Hi.:)technical support.providing assistance to us customer through call and email:),general
4766,if you text on your way to cup stop that should work. And that should be BUS,general
4767,Whens your radio show?,general
4768,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,general
4769,I'm not sure if its still available though,general
4770,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,general
4771,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,general
4772,Hi..i got the money da:),general
4773,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",general
4774,Ok then u tell me wat time u coming later lor.,general
4775,U repeat e instructions again. Wat's e road name of ur house?,general
4776,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",general
4777,Quite lor. But dun tell him wait he get complacent...,general
4778,Sorry completely forgot * will pop em round this week if your still here?,general
4779,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,general
4780,O we cant see if we can join denis and mina? Or does denis want alone time,general
4781,Sen told that he is going to join his uncle finance in cbe,general
4782,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,general
4783,"Call me, i am senthil from hsbc.",general
4784,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",general
4785,Indeed and by the way it was either or - not both !,general
4786,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or Â£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",general
4787,Holy living christ what is taking you so long,general
4788,Ãœ thk of wat to eat tonight.,general
4789,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",general
4790,We're on the opposite side from where we dropped you off,general
4791,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,general
4792,Send me your resume:-),general
4793,Gd luck 4 ur exams :-),general
4794,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,general
4795,Sorry that was my uncle. I.ll keep in touch,general
4796,Saw Guys and Dolls last night with Patrick Swayze it was great,general
4797,URGENT This is our 2nd attempt to contact U. Your Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,general
4798,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,general
4799,Just come home. I don't want u to be miserable,general
4800,I dont know why she.s not getting your messages,general
4801,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",general
4802,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",general
4803,Reverse is cheating. That is not mathematics.,general
4804,How do you plan to manage that,general
4805,"Er, hello, things didnâ€˜t quite go to plan â€“ is limping slowly home followed by aa and with exhaust hanging off",general
4806,Sorry for the delay. Yes masters,general
4807,Call me when u finish then i come n pick u.,general
4808,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,general
4809,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,general
4810,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",general
4811,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",general
4812,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,general
4813,"fyi I'm at usf now, swing by the room whenever",general
4814,i can call in  &lt;#&gt;  min if thats ok,general
4815,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,general
4816,Ãœ no home work to do meh... ,general
4817,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,general
4818,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,general
4819,How's ur paper?,general
4820,Got smaller capacity one? Quite ex...,general
4821,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,general
4822,Im good! I have been thinking about you...,general
4823,u r a winner U ave been specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),general
4824,:-) :-),general
4825,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,general
4826,I am going to sleep. I am tired of travel.,general
4827,"Haha, just what I was thinkin",general
4828,Yup but it's not giving me problems now so mayb i'll jus leave it...,general
4829,Lol no. Just trying to make your day a little more interesting,general
4830,"How long before you get reply, just defer admission til next semester",general
4831,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",general
4832,Po de :-):):-):-):-). No need job aha.,general
4833,Rats. Hey did u ever vote for the next themes?,general
4834,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY Â£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",general
4835,I hope your pee burns tonite.,general
4836,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",general
4837,Yay can't wait to party together!,general
4838,....photoshop makes my computer shut down.,general
4839,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,general
4840,That's one of the issues but california is okay. No snow so its manageable,general
4841,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,general
4842,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",general
4843,"Awesome, that gonna be soon or later tonight?",general
4844,I need details about that online job.,general
4845,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Â£150 prize. To collect is easy. Just call 09061743386 ,general
4846,Missing you too.pray inshah allah,general
4847,Pls help me tell Ashley that i cant find her number oh,general
4848,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,general
4849,S.this will increase the chance of winning.,general
4850,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,general
4851,Maybe you should find something else to do instead???,general
4852,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,general
4853,I liked your new house,general
4854,I'm fine. Hope you are also,general
4855,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",general
4856,Same to u...,general
4857,yes baby! I need to stretch open your pussy!,general
4858,Thanks  and ! Or bomb and date as my phone wanted to say! ,general
4859,Ok...,general
4860,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",general
4861,"""Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",general
4862,Nokia phone is lovly..,general
4863,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,general
4864,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,general
4865,Sorry da..today i wont come to play..i have driving clas..,general
4866,I'm really sorry I lit your hair on fire,general
4867,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",general
4868,Okey dokey swashbuckling stuff what oh.,general
4869,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",general
4870,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,general
4871,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,general
4872,Well. You know what i mean. Texting,general
4873,Hi dis is yijue i would be happy to work wif Ã¼ all for gek1510...,general
4874,Lol! Oops sorry! Have fun. ,general
4875,Wat happened to the cruise thing,general
4876,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",general
4877,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,general
4878,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,general
4879,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,general
4880,Yeah just open chat and click friend lists. Then make the list. Easy as pie,general
4881,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,general
4882,When/where do I pick you up,general
4883,As usual u can call me ard 10 smth.,general
4884,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",general
4885,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,general
4886,Poor girl can't go one day lmao,general
4887,Or just do that 6times,general
4888,Todays Vodafone numbers ending with 4882 are selected to a receive a Â£350 award. If your number matches call 09064019014 to receive your Â£350 award.,general
4889,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,general
4890,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",general
4891,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,general
4892,Its worse if if uses half way then stops. Its better for him to complete it.,general
4893,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,general
4894,Send me the new number,general
4895,Convey my regards to him,general
4896,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,general
4897,2 and half years i missed your friendship:-),general
4898,I cant pick the phone right now. Pls send a message,general
4899,Oh for fuck's sake she's in like tallahassee,general
4900,"Haha, that was the first person I was gonna ask",general
4901,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",general
4902,Taka lor. Wat time u wan 2 come n look 4 us?,general
4903,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,general
4904,"""I;m reaching in another 2 stops.""",general
4905,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",general
4906,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,general
4907,Will you come online today night,general
4908,Then anything special?,general
4909,"I'm in solihull, | do you want anything?",general
4910,Will do. Have a good day,general
4911,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,general
4912,Love that holiday Monday feeling even if I have to go to the dentists in an hour,general
4913,I am on the way to tirupur.,general
4914,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",general
4915,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,general
4916,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,general
4917,"Just dropped em off, omw back now",general
4918,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",general
4919,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,general
4920,Re your call; You didn't see my facebook huh?,general
4921,"G says you never answer your texts, confirm/deny",general
4922,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",general
4923,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,general
4924,Oh yah... We never cancel leh... Haha ,general
4925,We can go 4 e normal pilates after our intro...  ,general
4926,Ok... Let u noe when i leave my house.,general
4927,"Oh yes, why is it like torture watching england?",general
4928,Wanna do some art?! :D,general
4929,Just hopeing that wasnâ€˜t too pissed up to remember and has gone off to his sisters or something!,general
4930,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",general
4931,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",general
4932,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",general
4933,Match started.india  &lt;#&gt;  for 2,general
4934,Once free call me sir.,general
4935,Hey do you want anything to buy:),general
4936,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",general
4937,K..k.:)congratulation ..,general
4938,G wants to know where the fuck you are,general
4939,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,general
4940,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,general
4941,Ãœ go home liao? Ask dad to pick me up at 6...,general
4942,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,general
4943,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",general
4944,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,general
4945,Wrong phone! This phone! I answer this one but assume the other is people i don't well,general
4946,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",general
4947,I'm already back home so no probably not,general
4948,Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!,general
4949,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",general
4950,I am in bus on the way to calicut,general
4951,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,general
4952,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,general
4953,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",general
4954,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,general
4955,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,general
4956,Doing my masters. When will you buy a bb cos i have for sale and how's bf,general
4957,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",general
4958,I'm vivek:)i got call from your number.,general
4959,Why didn't u call on your lunch?,general
4960,"What i mean was i left too early to check, cos i'm working a 9-6.",general
4961,I want  &lt;#&gt;  rs da:)do you have it?,general
4962,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",general
4963,Yup ok...,general
4964,I want to see your pretty pussy...,general
4965,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,general
4966,"A few people are at the game, I'm at the mall with iouri and kaila",general
